record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,编号,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recnrLbrbJ,opt72TvFpj,泰国,,,单,椰子饮料,酒水饮料,果汁/植物饮,,SM-,SM,,,椰子水3-标.jpg,89,2d24cc9ceabe2a0373af9fe462f40203_compress.jpg,20250709-090,310ml,山姆APP,1752038726000,,,,,,e322e35c2cae4f1e144780a69c166dcd_compress.jpg,310ml*24,,
recswJFWrN,opty5B60De,中国,漳州,福建,单,鮟鱇鱼干,休闲食品,休闲食品,,PDL-,PDL,,,微信图片_2025-07-09_131813_516.jpg,9.9,微信图片_2025-07-09_131804_395.jpg,20250709-091,40g,胖东来,1752038445000,9.9,原味,许昌市胖东来超市有限公司,福建嘉荣食品有限公司,微信图片_2025-07-09_131807_899.jpg,,,,
recyTJMNtJ,optS9I4Mws,中国,漳州,福建,单,鳕鱼干香辣味,休闲食品,休闲食品,,PDL-,PDL,,,微信图片_2025-07-09_132226_090.jpg,9.9,微信图片_2025-07-09_132217_668.jpg,20250709-092,40g,胖东来,1752038648000,9.9,香辣味,许昌市胖东来超市有限公司,福建嘉荣食品有限公司,微信图片_2025-07-09_132221_805.jpg,,,,
recjulYPLB,optLNPyLHP,中国,上海/滁州,上海/安徽,单,佳果源100%NFC黑钻凤梨汁,酒水饮料,果汁/植物饮,,SM-,SM,,,凤梨汁1-标.jpg,109.9,凤梨汁1-正.jpg,20250709-093,330ml,山姆APP,1752041096000,,,上海佳果源食品科技有限公司,上海爱之味食品有限公司（A）/滁州华冠饮料有限公司（H）,,凤梨汁1-外.jpg,330ml*10,,
recEPv0sT6,optYAy48MD,中国,壮族自治区,广西,单,红心火龙果干,休闲零食,坚果蜜饯,#小程序://山姆会员商店SamsClub/FKGcqGk9bfSNf3q,SM-,SM,,,4a7b8c32-30ee-47a4-a5e9-70d7789e26a3.jpg,59.9,1fdc25d8-0176-4666-af78-5c2afcad4b18.jpg,20250709-094,400g,山姆APP,1752040696000,,,杭州郝姆斯食品有限公司,广西粒籽食品有限公司,,,,,
rec03L0cs9,optYdPjgYo,中国,安阳,河南,混,鲜萃冻干榛果,休闲零食,坚果蜜饯,,SM-,SM,,,6a76f97e-f3f2-44fd-bb19-a8e046885fa2.jpg,79.9,e5852733-297e-4ff7-825a-6aff3c427362.jpg,20250709-095,260g,山姆APP,1752041069000,,,,甘源食品（安阳）有限公司,,,,,
recmHvp5XE,optCDdbOF0,中国,杭州,浙江,单,绿盛麻辣牛肉,休闲零食,肉干小食,#小程序://大润发优鲜/sHqQk0NDqi6PK0G,DRF-,DRF,,,image.png,11.8,image.png,20250709-096,55g,大润发,1752041065000,10.5,麻辣味,,,,,,,
recvE8MmK8,optomXsxS2,中国,杭州,浙江,单,绿盛牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/UyBYycdDhiHuTXf,DRF-,DRF,,,image.png,10.5,image.png,20250709-097,30g,大润发,1752041383000,,五香味,农夫与海（杭州）食品有限公司,杭州绿盛集团有限公司,image.png,,,,
rec44iYdJE,optnVvHTOX,中国,杭州/白山,浙江/吉林,单,养生堂白桦树汁,酒水饮料,果汁/植物饮,,SM-,SM,,,白桦树汁1-标.jpg,129.9,白桦树汁1-正.jpg,20250709-098,300ml,山姆APP,1752041993000,,,农夫山泉股份有限公司,农夫山泉（建德）新安江饮用水有限公司/农夫山泉抚松长白山饮料有限公司,白桦树汁1-后.jpg,白桦树汁1-外.jpg,300ml*15,,
recRPLG1Yf,optHWzMqRZ,中国,合肥,安徽,单,松茸酥心葵花籽仁,休闲零食,坚果蜜饯,,SM-,SM,,,62eea51b-103b-4f9f-953b-9f11a02795ee.jpg,79.9,62a97d72-1b33-44d5-a8e0-0a0bbc87547a.jpg,20250709-099,500g,山姆APP,1752041468000,,,,洽洽食品股份有限公司,,,,,
recgPbHy8z,opt4jisahB,中国,上海,上海,单,家乐麻辣海鲜捞汁调味料,调料,凉拌汁系列,家乐捞汁小海鲜料汁麻辣卤汁冷泡汁辣鲜露0脂凉拌海鲜捞汁调料,TM-0001A,TM,0001,A,,14.54,33.jpg,20250709-100,245g/瓶,天猫旗舰店,1752043606000,14.54,麻辣味,,联合利华食品（中国）有限公司,,,,,
rechYPCOY4,optCVS244N,,,,单,绿盛秘芝牛肉,休闲零食,肉干小食,#小程序://大润发优鲜/4WoMxuLhCGvl9Ex,DRF-,DRF,,,image.png,33.9,image.png,20250709-101,100g,大润发,1752041604000,,芝香味,,,image.png,,,,产品背面模糊
recTQqfDnH,opt9fxkFFF,中国,佛山,广东,混,坚果什锦脆（什锦果仁）,休闲零食,坚果蜜饯,,SM-,SM,,,aaf0ac83-c321-4468-903b-c2bfc536c897.jpg,77.9,dd97f563-e743-4053-b146-105ee3a952de.jpg,20250709-102,900g,山姆APP,1752042319000,,蜂蜜芥末味&墨西哥辣椒柠檬味,,,,,,,
recybVoM3e,opttV0ELcM,中国,汕头,广东,单,煌记榛子花生酱夹心薄饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,微信图片_2025-07-09_141202_691.jpg,13.9,image.png,20250709-103,128g,大润发,1752042031000,13.9,花生味,煌记（香港）有限公司,广东煌记食品有限公司,,,,,
reckmv9CK1,optRTXKoNP,中国,嘉兴,浙江,单,荷美尔轻享薄切牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/PDBXthBvZu37TEd,DRF-,DRF,,,image.png,17.9,image.png,20250709-104,35g,大润发,1752042536000,,一抹咸香,荷美尔（中国）投资有限公司,嘉兴荷美尔食品有限公司,image.png,,,,
recvVFNVbS,optT6XwfHL,中国,,河北,单,好丽友好多鱼,休闲追剧,追剧饼干,,LSHM-0002A,LSHM,0002,A,,2.9,,20250709-105,21g/盒,零食很忙,1752038399000,2.9,茄汁味,,,,,,,
recQ6UHvvP,optP3fQM1H,中国,上海,上海,单,格力高百醇,休闲追剧,追剧饼干,,LSHM-0001A,LSHM,0001,A,,5.9,11.jpg,20250709-106,48g/盒,零食很忙,1752035259000,5.9,抹茶慕斯味,上海江崎格力高食品有限公司,上海江崎格力高闵发食品有限公司/上海江崎格力高南奉食品有限公司,,,,,
recFDJdnDw,optOfN3LLQ,韩国,,,单,乐天夹心饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,微信图片_2025-07-09_142455_131.jpg,8.9,image.png,20250709-107,105g,大润发,1752042317000,8.9,菠萝味,,,,,,,
rechgC5KR5,optnm9ZNsr,中国,上海,上海,单,喜茶羽衣甘蓝青瓜复合果蔬汁饮料,酒水饮料,果汁/植物饮,,SM-,SM,,,羽衣甘蓝果蔬汁1-标.jpg,89.9,羽衣甘蓝果蔬汁1-正.jpg,20250709-108,330ml,山姆APP,1752042719000,,,喜小瓶茶饮（珠海）有限责任公司,上海紫泉饮料工业有限公司,羽衣甘蓝果蔬汁1-后.jpg,羽衣甘蓝果蔬汁1-外.jpg,330ml*12,,
reczHsFl5r,optLoAt9EK,越南,,,单,意式风味混合坚果（熟制坚果与籽类食品）,休闲零食,坚果蜜饯,,SM-,SM,,,4ee85671-b3e2-4f41-bd29-ab743eb9701c.jpg,69.9,74c49398-72a7-4e27-8141-ccc618e6d5d5.jpg,20250709-109,30g,山姆APP,1752042633000,59.9,意式风味,,,64f8845d-d8c8-4362-b8e4-708386075792.jpg,74c49398-72a7-4e27-8141-ccc618e6d5d5.jpg,30g*15,,
recXL3HKiL,opt8TkryrX,中国,苏州,江苏,混,奥利奥缤纷口味礼盒,休闲零食,饼干曲奇,#小程序://大润发优鲜/sBnCurtr0vyigii,DRF-,DRF,,,微信图片_2025-07-09_143753_721.jpg,17.5,微信图片_2025-07-09_143707_905.jpg,20250709-110,388g/盒,大润发,1752043095000,15,原味*4+（树莓味+蓝莓味）*4+（水晶葡萄味+水蜜桃味）*4+冰淇淋抹茶味*4+白桃乌龙味*4,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,,20包/盒,,
reczFGpNPF,optf6efO6i,中国,,浙江,单,太丰卤牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/fl9ENae2XyKexky,DRF-,DRF,,,image.png,24.9,image.png,20250709-111,90g,大润发,1752042779000,,卤味,,浙江丰隆食品加工有限公司,,,,,
recDiRlHdz,optXTYHYZD,中国,阜阳,安徽,单,百草味安格斯牛排脆,休闲零食,肉干小食,#小程序://大润发优鲜/sSb04uwxXdP6OpK,DRF-,DRF,,,image.png,19.9,image.png,20250709-112,27g,大润发,1752043344000,17.4,热辣味,杭州赫姆斯食品有限公司,阜阳市尚源食品有限公司,image.png,,,,
recHFaHf45,optCuhgMR0,中国,滨州,山东,混,高膳食纤维山楂棒,休闲零食,坚果蜜饯,,SM-,SM,,,c92442a9-3b83-4555-8527-a5893a73deef.jpg,49.9,13f61941-220b-440b-8016-28fc3fc834ed.jpg,20250709-113,750g,山姆APP,1752043233000,,原味+草莓味+黄桃味,,,,,,,
recT0Doo2W,optBqdhdEw,中国,苏州,江苏,单,奥利奥原味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/4RD009WukyS5pYf,DRF-,DRF,,,微信图片_2025-07-09_144456_019.jpg,15.9,微信图片_2025-07-09_144425_873.jpg,20250709-114,349g,大润发,1752043546000,13.4,原味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,image.png,12包/袋,,
recqHY5CEk,optFnoUDhN,,,,单,智利无核西梅干,休闲零食,坚果蜜饯,,SM-,SM,,,4ef2a233-0d50-4276-a93e-724936af8e6a.jpg,56.9,5cbb18cb-eaaa-4456-8a41-a1a2acdd7e59.jpg,20250709-115,800g,山姆APP,1752043568000,,,,,,,,,
recJQRsxg1,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,#小程序://大润发优鲜/M8j9QwRAxp5vJMj,DRF-,DRF,,,image.png,8.8,image.png,20250709-116,22g,大润发,1752043646000,,辣味,,养生堂浙江食品有限公司,image.png,,,,产品背面模糊
recuS8QLH2,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,#小程序://大润发优鲜/M8j9QwRAxp5vJMj,DRF-,DRF,,,image.png,8.8,image.png,20250709-120,22g,大润发,1752043854000,,黑胡椒味,,养生堂浙江食品有限公司,image.png,,,,产品背面模糊
recbwq13kI,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,,DRF-,DRF,,,,26.9,image.png,20250710-117,60g,大润发,1752117863000,,黑胡椒味,母亲食品（安吉）有限公司,母亲食品（安吉）有限公司,image.png,,,,
recuQBXgDF9wID,opt9tuJjpR,中国,湖州,浙江,单,母亲牛肉棒,休闲零食,肉干小食,,DRF-,DRF,,,,26.9,image.png,20250711-260,60g,大润发,1752206825000,,辣味,母亲食品（安吉）有限公司,母亲食品（安吉）有限公司,image.png,,,,
recKthAftu,opthkLrD0U,中国,,,混,奥利奥双口味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/4R0qQbUFKoOJZgd,DRF-,DRF,,,image.png,24.9,image.png,20250709-118,48.5g,大润发,1752043942000,24.9,经典原味*6+浓醇巧克力味*6,,,,,12包/盒,,
recBRh3Vyy,optQULPgef,中国,内江,四川,单,精制地瓜棒,休闲零食,坚果蜜饯,,SM-,SM,,,65776cfd-75f0-4dbd-b814-a8152c6bdc4c.jpg,39.8,2005ba10-5566-4320-a7b0-b9009869eea8.jpg,20250709-119,560g,山姆APP,1752043942000,,原味,沃尔玛（中国）投资有限公司,四川金四方果业有限责任公司,98d5e8d7-b560-4938-b524-44e7a22b435e.jpg,,,,
rect7vhUhm,optL0F5wJP,中国,南充,四川,单,张飞灯影牛肉丝,休闲零食,肉干小食,#小程序://大润发优鲜/7nSw3GkPafh3xbq,DRF-,DRF,,,,13.8,image.png,20250709-121,45g,大润发,1752044008000,,五香味,,,,,,,
recIKiPiUe,optL0F5wJP,中国,南充,四川,单,张飞灯影牛肉丝,休闲零食,肉干小食,#小程序://大润发优鲜/7nSw3GkPafh3xbq,DRF-,DRF,,,,13.8,image.png,20250709-124,45g,大润发,1752044374000,,香辣味,,,,,,,
recX01KmS0,optn93gsda,中国,,,单,家乐白灼汁复合调味料,调料,凉拌汁系列,家乐白灼汁正宗海鲜葱油白灼大虾清蒸鱼凉拌蔬菜酱油调味汁,TM-0002A,TM,0002,A,55.jpg,8.59,44.jpg,20250709-122,225g/瓶,天猫旗舰店,1752043713000,8.59,海鲜葱油味,,,,,,,
recAgc4T9s,optU0wVEly,中国,廊坊,河北,单,每日坚果（坚果+果干）,休闲零食,坚果蜜饯,,SM-,SM,,,92349a3f-e1f2-41a8-9115-f55ed4b8604a.jpg,99,a07fe521-346d-4673-9999-7d61755c5398.jpg,20250709-123,30g,山姆APP,1752044428000,,,,加州原野（霸州市）食品有限责任公司,eb67a07e-2f76-4e93-933d-00bf067261ce.jpg,,30g*30,,
rec3HNKv7O,opt4tXsjRI,中国,滨州,山东,混,VC多酚山楂条,休闲零食,坚果蜜饯,,SM-,SM,,,50cbab60-8449-46fa-8cb1-576833821f17.jpg,49.9,be2128c4-d360-46d9-a54a-0e78237229d8.jpg,20250709-125,1kg,山姆APP,1752044783000,,益生元陈皮山楂条+莓果山楂条+玫桂金山楂条,,山东滨州健源食品有限公司,,,,,
recPw3sGe9,optdgJ5QnK,中国,青岛,山东,单,有机果汁蓝莓干,休闲零食,坚果蜜饯,,SM-,SM,,,7371cf4d-2ded-4893-b0a2-df1524f05d52.jpg,49.9,deba222c-3f76-42bf-939d-a992070cf033.jpg,20250709-126,400g,山姆APP,1752045152000,,,沃尔玛（中国）投资有限公司,青岛西微雅食品有限公司,56803a2a-716d-4e9a-8972-0009dab32db5.jpg,,,,
recdfT1Kkp,opthnxQtYI,中国,内江,四川,单,红瑶地瓜棒,休闲零食,坚果蜜饯,,SM-,SM,,,a038b0e5-226d-4f5c-8b24-5f131d79ba9c.jpg,45.9,3f86adb1-009b-4bd6-9932-7d15e15dc67f.jpg,20250709-127,600g,山姆APP,1752045357000,,原味,,四川金四方果业有限责任公司,63c24b49-4e19-492c-bdb7-52f91b6b76fd.jpg,,,,
recg5Y8wOX,optDe1qiVB,中国,廊坊,河北,单,Member's Mark芥末味夏威夷果仁,休闲零食,坚果蜜饯,,SM-,SM,,,eb8dd656-e5d4-4bc8-8eb4-5b2ec24f26bc.jpg,99,24fd1076-6628-4a3a-95ba-a4cc6f494910.jpg,20250709-128,650g,山姆APP,1752045766000,,芥末味,,加州原野（霸州市）食品有限责任公司,bb29c3c3-324e-48de-a96b-a0c897d3fa0e.jpg,,,,
recaXwl6qW,optFLbtqZe,中国,佛山,广东,单,Member's Mark盐焗开心果,休闲零食,坚果蜜饯,,SM-,SM,,,433c164c-ae09-4bc3-a5ce-102ec590994b.jpg,89,b7697c25-ccfa-4e3a-81a2-c5fcc12f9f8c.jpg,20250709-129,1.13kg,山姆APP,1752046026000,,盐焗味,,广东南兴天虹果仁制品有限公司,,,,,
recJ0sfa20,opt2cBU1pi,中国,保定,河北,单,都乐一颗小橘干,休闲零食,坚果蜜饯,,SM-,SM,,,ee2776bb-a766-4c50-91dd-dc7f165ac4fd.jpg,49.9,8b58439e-0fab-4a2c-98a7-aec03f7cbb46.jpg,20250709-130,500g,山姆APP,1752046523000,,,都乐包装食品（上海）有限公司,河北四方食品有限公司,,,,,
recS5oC1J8,optw0GS0HG,中国,泉州/滁州,福建/安徽,单,苹果黄芪饮,酒水饮料,果汁/植物饮,,SM-,SM,,,苹果饮1-标.jpg,69.9,苹果饮1-正.jpg,20250709-131,350ml,山姆APP,1752047139000,,,,福建盼盼饮料有限公司/安徽盼盼食品有限公司,苹果饮1-后.jpg,苹果饮1-外.jpg,350ml*24,,
recexGxJNE,opt3xGOCQK,中国,威海,山东,单,有机咸香花生仁,休闲零食,坚果蜜饯,,SM-,SM,,,60579f9c-2966-4fba-889c-c4efb64551be.jpg,39.8,8d526525-13c2-4c7f-8fbd-d4b5469b4851.jpg,20250709-132,630g,山姆APP,1752047097000,,,,华隆（乳山）食品工业有限公司,83eb5287-5894-4e94-af46-53c681a0f49a.jpg,,,,
recs5UGvHZ,optrvByY7F,中国,合肥,安徽,单,葵珍原味大瓜子,休闲零食,坚果蜜饯,,SM-,SM,,,3296dd4f-e4e7-4f85-ab34-0cd403fcf2f8.jpg,59.9,0c48b661-862c-4fb4-b8e3-985efd14350a.jpg,20250709-133,50g,山姆APP,1752047522000,,原味,,洽洽食品股份有限公司,ba86902e-88b6-4239-b6d2-390016f3632b.jpg,,50g*15袋,,
recgF69wR0,opt2BhQPf2,西班牙,,,单,Member's Mark 苹果汁,酒水饮料,果汁/植物饮,,SM-,SM,,,苹果汁1-标.jpg,83.9,苹果汁1-正.jpg,20250709-134,200ml,山姆APP,1752048241000,,,,,,苹果汁1-外.jpg,200ml*30,,
recRh9L1FO,optVYY0NQy,越南,,,单,Member's Mark盐焗腰果仁,休闲零食,坚果蜜饯,,SM-,SM,,,05838b52-35bf-4693-a870-8234657f4db3.jpg,99,bb8b3e63-3499-4992-99ed-ceeee09fff8e.jpg,20250709-135,1.1kg,山姆APP,1752047812000,,盐焗味,,,d10a410a-2dd4-4706-8e0c-f8760d8548f1.jpg,,,,
recsUm9xY1,opt2BY7JIB,中国,杭州,浙江,单,杭派碧根果仁,休闲零食,坚果蜜饯,,SM-,SM,,,763103d5-885c-4a69-bb52-17353fdf64bf.jpg,79.9,0a72479f-e133-416c-ac87-b7cd8018cfa9.jpg,20250709-136,500g,山姆APP,1752048074000,,原味,,杭州临安新杭派食品有限公司,,,,,
recVSB0wYm,optPeE9CkA,印尼,,,单,克恩兹原味木薯片,休闲零食,膨化食品,#小程序://大润发优鲜/bREASxLq5tLJVwp,DRF-,DRF,,,image.png,15.8,image.png,20250709-137,125g/袋,大润发,1752048099000,,原味,,,,,,,
rec07vQf9y,optmx82K7u,中国,廊坊,河北,单,松茸有机鱼皮花生（裹衣花生）,休闲零食,坚果蜜饯,,SM-,SM,,,6544b2c5-4d03-4381-b2e8-30aac069b58b.jpg,49.9,10c50fe9-c9aa-4518-8395-42b4fe5fc20f.jpg,20250709-138,1kg,山姆APP,1752048386000,,原味,,加州原野（霸州市）食品有限责任公司,ec46eafa-33c3-4e2d-bd74-05c0f2d367a3.jpg,,,,
recEE6E3C2,optzov2wiC,中国,天津,,单,都乐土耳其杏干,休闲零食,坚果蜜饯,,SM-,SM,,,3a6f026a-3448-4fbe-8ad5-99eaf134d7ff.jpg,76.9,48720e58-58b4-4f79-9789-e87497cd6ed4.jpg,20250709-139,800g,山姆APP,1752048629000,,,都乐包装食品（上海）有限公司,天津燕都甘栗食品有限公司,,,,,
rec7LAQJ7s,opt4VMtYaV,中国,泉州/滁州,福建/安徽,单,雪梨枇杷露,酒水饮料,果汁/植物饮,,SM-,SM,,,雪梨枇杷露1-标.jpg,69.9,雪梨枇杷露1-正.jpg,20250709-140,350ml,山姆APP,1752049199000,,,,福建盼盼饮料有限公司/安徽盼盼食品有限公司,,雪梨枇杷露1-外.jpg,350ml*15,,
recXcG3YSt,optfpNdaIm,中国,漳州,福建,单,有机冻干草莓,休闲零食,坚果蜜饯,,SM-,SM,,,fb857c62-a2ac-4d5f-bf96-f2828f223aa1.jpg,59.9,459328db-a3b3-480a-abe0-e062003705a2.jpg,20250709-141,15g,山姆APP,1752048945000,,,,福建立兴食品股份有限公司,,,15g*12包,,
recdE483m2,optFDCPgYQ,印尼,,,单,克恩兹烧烤味木薯片,休闲零食,膨化食品,#小程序://大润发优鲜/LxSKyLZ5ic8gZVi,DRF-,DRF,,,image.png,15.8,image.png,20250709-142,125g/袋,大润发,1752048909000,,烧烤味,,,,,,,
recbze5e6N,opt8ky56pk,中国,秦皇岛,河北,单,有机板栗仁,休闲零食,坚果蜜饯,,SM-,SM,,,4ed0aac7-d024-4910-9d7f-0e2d88b70e8b.jpg,68,93627c73-e847-4993-bd3a-b80654b7a6e7.jpg,20250709-143,1kg,山姆APP,1752049184000,,,,秦皇岛燕山板栗食品有限公司,0335d01d-2422-4af8-b9b0-57b5058cf03d.jpg,,,,
recS718l6E,optUEZ6kJ6,,,,单,臻香脆混合果仁（轻海盐口味）,休闲零食,坚果蜜饯,,SM-,SM,,,c7d35077-9347-4dc7-95d6-f32e46f11908.jpg,89.9,9145b2bb-498c-4a9f-a792-b9f9591b77ae.jpg,20250709-144,28g,山姆APP,1752049563000,,轻海盐口味,,,,,28g*30包,,
recXpiBoSN,opthtWQAB0,中国,成都,四川,单,华味享烧烤味牛板筋,休闲零食,肉干小食,,DRF-,DRF,,,image.png,13.8,image.png,20250710-145,65g,大润发,1752109543000,10.46,烧烤味,杭州华味享生物科技有限公司,四川品品食品有限公司,image.png,,,,
rec09KxZwA,optdCgl4OY,中国,苏州,江苏,单,奥利奥经典原味夹心饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,21.8,image.png,20250710-146,48.5g,大润发,1752109650000,17.9,原味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,,8包/盒,,
rec3buAaRf,optn7cnMun,日本,,,单,必思可牛奶味益生菌夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/e8XbudkUuLIiWEI,DRF-,DRF,,,image.png,6.9,image.png,20250710-147,60g/盒,大润发,1752109989000,6.9,牛奶味,上海江崎格力高食品有限公司,,image.png,,3包/盒,,
recYSeYzJc,optlbMuWsE,中国,上海,上海,单,小辣椒牛肉干（沙嗲味）,休闲零食,肉干小食,,DRF-,DRF,,,,38.5,image.png,20250710-148,138g,大润发,1752110173000,,沙嗲味,上海海湾食品有限公司,上海海湾食品有限公司,image.png,,,,
rec9A73HnQ,optPSZiVlb,澳洲,,,单,雀巢美禄运动力量饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/0fA7l1zvayHde5c,DRF-,DRF,,,image.png,8.5,image.png,20250710-149,108g/盒,大润发,1752110483000,8.5,巧克力味,,,image.png,,,,
recKaHgFKE,optPSZiVlb,,,,单,雀巢美禄运动力量饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/c9JFVmgdhxSnnDI,DRF-,DRF,,,image.png,9.9,image.png,20250710-150,108g,大润发,1752115917000,8.5,牛奶味,,,image.png,,,,
recCdxxJiI,optxApr516,中国,湖州,浙江,单,母亲原切牛肉片,休闲零食,肉干小食,,DRF-,DRF,,,,19.9,image.png,20250710-151,40g,大润发,1752110586000,,原味,母亲食品（安吉）有限公司,母亲食品（安吉）有限公司,image.png,,,,
recdgBf9sQ,optxApr516,中国,湖州,浙江,单,母亲原切牛肉片,休闲零食,肉干小食,,DRF-,DRF,,,,19.9,image.png,20250710-152,40g,大润发,1752110702000,,孜然味,母亲食品（安吉）有限公司,母亲食品（安吉）有限公司,image.png,,,,
recEcMWYOE,optkwojmj8,中国,天津,天津,单,康师傅3+2苏打夹心饼干（柠檬味）,休闲零食,饼干曲奇,#小程序://大润发优鲜/UgOemFJcWuxnPMH,DRF-,DRF,,,image.png,16,image.png,20250710-153,300g,大润发,1752115036000,16,柠檬味,天津顶园食品有限公司,天津顶园食品有限公司,image.png,,,,
recd75yD1y,optQqB6P27,中国,马鞍山,安徽,单,悠之优味牛古板牛蹄筋,休闲零食,肉干小食,,DRF-,DRF,,,image.png,9.9,image.png,20250710-154,48g,大润发,1752115150000,,酱香味,安徽悠之优味食品有限公司,安徽悠之优味食品有限公司,image.png,,,,
recpoJb1Hg,optephJVsQ,中国,天津,,单,康师傅3+2苏打夹心饼干（奶油味）,休闲零食,饼干曲奇,#小程序://大润发优鲜/WIPxE5xJpPycaUD,DRF-,DRF,,,image.png,16,image.png,20250710-155,300g,大润发,1752115241000,16,奶油味,天津顶园食品有限公司,天津顶园食品有限公司,image.png,,,,
recdTBbS9V,opt7g8xbbB,中国,,,单,奥利奥薄脆香草奥碎味,休闲零食,饼干曲奇,#小程序://大润发优鲜/tT9BE2Qasy3DJKu,DRF-,DRF,,,image.png,7.5,image.png,20250710-156,95g,大润发,1752115458000,6.25,香草奥碎味,,,,,,,
recbxp5b6k,optR55qogS,中国,北京,,单,奥利奥迷你榛子巧克力味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/h0eduTmjVphpMZm,DRF-,DRF,,,image.png,11.9,image.png,20250710-157,120g,大润发,1752115713000,10.23,榛子巧克力味,亿滋食品企业管理（上海）有限公司,亿滋食品（北京）有限公司,,,,,
reclHOCIBY,optzIldsbT,中国,潮州,广东,单,自然派蜜汁味牛肉脯,休闲零食,肉干小食,,DRF-,DRF,,,,18.2,image.png,20250710-158,75g,大润发,1752115934000,,蜜汁味,深圳市晋年贸易有限公司,潮州市华祖食品有限公司,image.png,,,,
recqEnaFeh,opt7U6gXG4,中国,嘉兴/乐山,浙江/四川,单,三只松鼠麻辣牛肉,休闲零食,肉干小食,,DRF-,DRF,,,,8.9,image.png,20250710-159,60g,大润发,1752116254000,,麻辣味,三只松鼠（无为）有限责任公司,浙江佳时食品有限公司/四川罗城牛肉食品有限公司,image.png,,,,
recfxckRqV,optJTWlv0H,马来西亚,,,单,茱蒂丝花生酱夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/7ff8WYtmAJgP6Gl,DRF-,DRF,,,,13.9,image.png,20250710-160,135g,大润发,1752116538000,9.73,花生味,,,image.png,,,,
reckK0ABEr,optaRUzbUz,中国,上海,上海,单,小辣椒牛肉干,休闲零食,肉干小食,,DRF-,DRF,,,,35.8,image.png,20250710-161,100g,大润发,1752116741000,,沙爹味,,上海海湾食品有限公司,image.png,,,,
recr34JeBP,optaRUzbUz,中国,上海,上海,单,小辣椒牛肉干,休闲零食,肉干小食,,DRF-,DRF,,,,35.8,image.png,20250710-162,100g,大润发,1752116793000,,香辣味,,上海海湾食品有限公司,image.png,,,,
reczZTtHCL,optEnGi80R,中国,綦江区,重庆,单,老四川牛肉粒,休闲零食,肉干小食,,DRF-,DRF,,,image.png,19.8,image.png,20250710-163,200g,大润发,1752117003000,,五香味,,重庆金星股份有限公司,image.png,,,,
recOC8o17P,opt0KyXutO,中国,马鞍山,安徽,单,悠之优味牛古板牛肚,休闲零食,肉干小食,,DRF-,DRF,,,,9.9,image.png,20250710-164,48g,大润发,1752117145000,,孜香味,安徽悠之优味食品有限公司,安徽悠之优味食品有限公司,image.png,,,,
reclMbeZ8a,optIHxigkp,,,,混,乐之夹心可酥饼缤纷口味分享装,休闲零食,饼干曲奇,#小程序://大润发优鲜/A63rIUXd2ajUVNw,DRF-,DRF,,,,28.5,image.png,20250710-166,402g,大润发,1752117232000,28.5,双重芝士味*4+柠檬巴斯克味*4+咸蛋黄乳酪味*4,,,,,12包/盒,,
recIftGe8L,optCy4uEpt,日本,,,单,格力高必思可益生菌夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/MTEZIiwH1Pre1tF,DRF-,DRF,,,,7.9,image.png,20250710-168,60g,大润发,1752117870000,6.9,草莓味,上海江崎格力高食品有限公司,,image.png,,,,
recuvHQXhK,opt0irwBBN,中国,香港,香港,单,朱古力牛奶饮品,酒水饮料,果汁/植物饮,,SM-,SM,,,维他朱古力奶1-标.jpg,89.8,维他朱古力奶1-正.jpg,20250710-169,250ml,山姆APP,1752129906000,,,,维他奶国际集团有限公司,,维他朱古力奶1-外.jpg,250ml*24,,
recSbZmuKU,optwcIGi37,,,,单,奥利奥夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/0wJLUZQeEaUGYOB,DRF-,DRF,,,image.png,11.5,image.png,20250710-170,194g,大润发,1752129330000,9.9,生日蛋糕味,,,,,,,
