record_id,产品品名,产地（国家）,产地（市）,产地（省）,优惠到手价,单混,口味,品名,品类一级,品类二级,委托方,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,生产商,编号,背面图片,规格,采集平台,采集时间,商品链接,外包装图片,箱规,赠品图片,备注,赠品,赠品机制
recy8GlpmI,optskg8tUY,中国,苏州,江苏,9.9,单,海苔味,太平梳打饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,15.8,image.png,,20250711-355,,400g,大润发,1752548792000,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,,,,,,
recprGbkhz,optskg8tUY,中国,苏州,江苏,9.9,单,香葱鸡汁味,太平梳打饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,15.8,image.png,,20250711-356,,400g,大润发,1752548792000,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,,,,,,
reck5oRyxk,optZbWjCWX,,,,,单,香脆烤鸡翅味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.4,image.png,,20250711-359,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
recTCCAr3V,optZbWjCWX,,,,,单,碳烤五花肉味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.4,image.png,,20250711-360,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
recsbri2Mv,optZbWjCWX,,,,,单,火鸡面味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.4,image.png,,20250711-361,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
recG2g99Rd,optZbWjCWX,,,,,单,辣条味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.4,image.png,,20250711-362,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
rec1eR73Yy,optZbWjCWX,,,,,单,铁板鱿鱼味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.5,image.png,,20250711-363,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
recimfTxor,optZbWjCWX,,,,,单,辛辣味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,6.5,image.png,,20250711-364,image.png,70g/袋,大润发,1752548792000,#小程序://大润发优鲜/ebn9zfXJci8amvy,,,,,,
recgm3TzN6,optZbWjCWX,,,,9.5,单,碳烤五花肉味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,12.5,image.png,,20250711-375,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
recgkkjNTG,optZbWjCWX,,,,9.5,单,香脆烤鸡翅味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.9,image.png,,20250711-376,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
rec4SnykXq,optZbWjCWX,,,,9.5,单,火鸡面味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.9,image.png,,20250711-377,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
reczSYBg8L,optZbWjCWX,,,,9.5,单,辣条味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.9,image.png,,20250711-378,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
reckm4nG3j,optZbWjCWX,,,,9.5,单,铁板鱿鱼味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.9,image.png,,20250711-379,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
rechhJHnFe,optZbWjCWX,,,,9.5,单,辛辣味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,12.5,image.png,,20250711-380,image.png,135g/袋,大润发,1752548792000,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,,,,,,
recuQCjcksz81h,optZbWjCWX,,,,,单,香脆烤鸡翅味,乐事大波浪薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,10.9,image.png,,20250711-381,image.png,175g/袋,大润发,1752548792000,#小程序://大润发优鲜/xGi23MShZzDtvPc,,,,,,
recyhNEoer,opt1ar8NXe,中国,漯河,河南,,单,海盐黑胡椒,低脂高蛋白鸡胸肉肠（海盐黑胡椒）,休闲零食,肉类小食,,DRF-,DRF,,,image.png,18.9,image.png,河南御江食品股份有限公司,20250711-365,image.png,250g,大润发,1752548792000,,,,,,,
reclZYBP6i,optsrtqRzK,中国,合肥,安徽,,单,,低糖琥珀核桃仁,休闲零食,坚果炒货,,DRF-,DRF,,,,19.9,image.png,安徽巧沃食品有限公司,20250711-374,image.png,155g,大润发,1752548792000,,,,,,,
reczERV3bk,opttDbmgSx,中国,宁波,浙江,,单,藜麦奇亚籽风味,黑松露火腿苏打饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,11.9,image.png,浙江顶点实业有限公司,20250711-383,image.png,250g,大润发,1752548792000,,,,,,,
rec4W819uj,optaaU8mXx,中国,苏州,江苏,7.4,单,红提巧克力味,趣多多软曲奇饼干,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,11.9,image.png,亿滋食品（苏州）有限公司,20250711-386,,160g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=623589529119&rdcAreaId=320382002&rdcTimeEffectiveTagType=none&searchWord=%25E8%25B6%25A3%25E5%25A4%259A%25E5%25A4%259A&skuId=5495577830267&smCaptainPrice=940&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_8.37f45885NgIgVg,,,,,,
recwETHjus,optobj6vtu,中国,上海,上海,,单,,香卤鸭脖,休闲零食,肉类小食,,DRF-,DRF,,,,14.9,image.png,上海天弩食品有限公司,20250711-384,image.png,160g,大润发,1752548792000,,,,,,,
recry6f4aX,opt3WAUc0z,中国,苏州,江苏,,单,,碧根果仁,休闲零食,坚果炒货,,DRF-,DRF,,,,31.9,image.png,苏州丰品堂食品有限公司,20250711-387,image.png,138g,大润发,1752548792000,,,,,,,
recDiAlUGm,optHK6Dhzr,中国,苏州,江苏,14.5,单,巧克力味,趣多多大块曲奇饼干,休闲零食,饼干曲奇,,MC-,MC,,,image.png,22.9,image.png,,20250711-396,image.png,288g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=623589529119&rdcAreaId=320382002&rdcTimeEffectiveTagType=none&searchWord=%25E8%25B6%25A3%25E5%25A4%259A%25E5%25A4%259A&skuId=5495577830268&smCaptainPrice=940&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_8.37f45885NgIgVg,,,,,,
recvtpiN4B,optlXleq4X,中国,苏州,江苏,17,单,巧克力味,趣多多香脆曲奇饼干,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,22.9,image.png,亿滋食品（苏州）有限公司,20250711-398,image.png,340g,猫超,1752548792000,,,,,,,
rec7F9CnUT,optlXleq4X,中国,苏州,江苏,20.7,单,巧克力味,趣多多香脆曲奇饼干,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,29.9,image.png,亿滋食品（苏州）有限公司,20250711-402,image.png,510g,猫超,1752548792000,,,,,,,
recg7EVMOy,optRdNaLzY,,,,10.16,单,青柠味,乐事香芋片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.5,image.png,,20250711-407,image.png,103g/袋,大润发,1752548792000,#小程序://大润发优鲜/x30hxc3LxmXdfKn,,,,,,
rec9RF7RHj,optRdNaLzY,,,,10.16,单,海盐黑椒味,乐事香芋片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,11.5,image.png,,20250711-408,image.png,103g/袋,大润发,1752548792000,#小程序://大润发优鲜/x30hxc3LxmXdfKn,,,,,,
recOKPEkVt,optRdNaLzY,,,,5.8,单,青柠味,乐事香芋片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.3,image.png,,20250711-409,image.png,60g/袋,大润发,1752548792000,#小程序://大润发优鲜/x30hxc3LxmXdfKn,,,,,,
recbIUoSO4,optRdNaLzY,,,,5.8,单,海盐黑椒味,乐事香芋片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.3,image.png,,20250711-410,image.png,60g/袋,大润发,1752548792000,#小程序://大润发优鲜/x30hxc3LxmXdfKn,,,,,,
recHy3daSP,optN93tBNC,,,,5.8,单,自然原味,乐事薄切红薯片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.3,image.png,,20250711-412,image.png,60g/袋,大润发,1752548792000,#小程序://大润发优鲜/quxV5TYh7ABKWNm,,,,,,
recORz6R9s,optL5gNDGm,中国,苏州,江苏,9.3,单,抹茶味,趣多多豆豆曲奇,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,13.9,image.png,亿滋食品（苏州）有限公司,20250711-417,image.png,96g,猫超,1752548792000,,,,,,,
reca1BGify,optL5gNDGm,中国,苏州,江苏,9.3,单,巧克力味,趣多多豆豆曲奇,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,13.9,image.png,亿滋食品（苏州）有限公司,20250711-418,image.png,96g,猫超,1752548792000,,,,,,,
recmVRDdOt,optL5gNDGm,中国,苏州,江苏,9.3,单,牛乳蔓越莓味,趣多多豆豆曲奇,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,13.9,image.png,亿滋食品（苏州）有限公司,20250711-419,image.png,96g,猫超,1752548792000,,,,,,,
rec6cotJjs,optL5gNDGm,中国,苏州,江苏,9.3,单,芝士味,趣多多豆豆曲奇,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,MC-,MC,,,image.png,13.9,image.png,亿滋食品（苏州）有限公司,20250711-420,image.png,96g,猫超,1752548792000,,,,,,,
recUoyK5Bu,optfJ0kl9D,中国,上海,上海,5.09,单,复古黄油味,格力高百力滋饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,6.5,image.png,江崎格力高南奉食品(上海)有限公司,20250711-413,,41g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=816741700984&pisk=gSJxzWc4c40mqv6nnxGuSoTZhPmlxbq20gTbIRXGobTRPhi2om7De5LMbRf6mhs1BUTi0ZxsuFpOPH70otG26UL6bZ9DIj8O5E8AG-mqg1_9uae0n1XXfNB2EI2GoqW9feXt-2DnKn-VgOgn-a0cxbXCArw_S1s5NOjTqFC0dn-VQNZu5XAW0lKZ-XP1fNiRFGsOfO_f1ziRXMQ1CZ1_P7sCPN665N17VGIQ5rs153iR0GF_lN1bP3sNDPw65OiJVaSsI00OPo_gBBmDMfdSNmTJlLIAMwt-TSNxQkCbgWQ7Czv5D3e2DaClZLIAMw16C9_yhUx6nK5rN7BwqBL91eguiZOdvUCHM2evJES6XGTxLkQWHhpRgQqUC3COkQ9fwlw1FTbOOCLxkS7XiUCFV_ZtLgYhPnJXwczWcebAhg1odDK51QvVTK07H9OemtA6R4VclBI14fvHppd7-wIgG0n8_55f4Qi6rT4QcDTh2wmxB5PNa0SR-0n8_55f4gQnDcFa__oP.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E5%25A4%258D%25E5%258F%25A4%25E9%25BB%2584%25E6%25B2%25B9&smCaptainPrice=509&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885Xs2brC,,,,,,
recD9WbuvM,optfipvxki,,,,6.3,单,香烤鸡翅味,乐事山药薄片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.3,image.png,,20250711-423,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/rkpc95ZNSnk5f0D,,,,,,
recbqYZ16B,optfipvxki,,,,6.3,单,田园番茄味,乐事山药薄片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.3,image.png,,20250711-424,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/rkpc95ZNSnk5f0D,,,,,,
recJ8uz1P2,optfipvxki,,,,6.5,单,清新黄瓜味,乐事山药薄片,休闲零食,膨化食品,,DRF-,DRF,,,image.png,7.5,image.png,,20250711-425,image.png,80g/袋,大润发,1752548792000,#小程序://大润发优鲜/rkpc95ZNSnk5f0D,,,,,,
recxrwgt37,optM5gcSmD,中国,上海,上海,9.01,混,番茄味+比萨味+葱辣味,格力高菜园小饼饼干,休闲零食,饼干曲奇,,MC-,MC,,,image.png,19.9,image.png,,20250711-428,,50g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=624003974930&pisk=gKNZr6Zj81CNdtNNm2c2Y3Mwk_ht9fj5jSijor4m5cmiGOK2grmUhNnscJPqYzbtftBT0Jr0vAiM1ft0YoZIj5issm84ckd_cRaimIrbl5ZbScimnD401ozAWqm0moobC917WPhxigtVN_atOx0NIlkmn2bmP4tGRAvBWjbtigs5gpTnBGG0cmNk6pvnyD0MsAmG8D0Suj0iicbExquJnhqmiw7Eu4vDSAcDtB0-ojvmnm43-q0wjIvijybEkD0mijclBP4DT4MGks0hd8QYEAouSDRzJWuG90C-vI4gtVDaiPiUdJNE7AoonScov5qQo5Ntp9vEMywz0-qlAdigU4rEFRSy_urtoru0b_Lrx5z4TAeByI4E3cy3sv8DiXcI0Y24bGJtjRZEe2DHu_3QVD4TsJ7vxPqSbf0nd_bz-x2Q6YF1xCluePG_nujBCc2rogW2D2VLLSewmKkiJ2o58w7b7CeKAqk4sKpxKb3EVNg6HKHiJ2o58wJvHv0-80_s5&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&smCaptainPrice=901&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_6.23505885hC1u6o,,50g*6包,,缺标签,,
recgTajMuQ,optYwZql5A,中国,漯河,河南,,单,原味,低脂高蛋白鸡胸肉肠（原味）,休闲零食,肉类小食,,DRF-,DRF,,,image.png,18.9,image.png,河南御江食品股份有限公司,20250711-436,image.png,250g,大润发,1752548792000,,,,,,,
recducNSAt,optdZkOgTu,中国,绍兴,浙江,,单,,紫衣腰果,休闲零食,坚果炒货,,DRF-,DRF,,,,19.9,image.png,浙江佰宜农业科技有限公司,20250711-441,image.png,150g,大润发,1752548792000,,,,,,,
rec9CrHYy8,optMmHdxHt,中国,合肥,安徽,,单,卤香味,慢卤虎皮凤爪,休闲零食,肉类小食,,DRF-,DRF,,,,23.9,image.png,巢湖市亿弘食品有限公司,20250711-445,image.png,252g,大润发,1752548792000,,,,,,,
recPU3BIWE,optnXIYH4F,中国,漯河,河南,12.51,单,香辣味,卫龙魔芋爽,休闲零食,肉干小食,,MC-,MC,,,,19.9,image.png,漯河市平平食品有限责任公司,20250711-451,image.png,300g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=731946649705&pisk=giqErCVSQMIFX6ZFZAmy_IsyALnKGDfftuGSE82odXcnVwdy48caP9hINPrr_-XKOaQLaPPu62GHADOu_7NstkGIxbJzN5KQNywnZ3P7FkN7KXGorf2uA7yRpYcuZ7l7RNsbpJn-qsOPciwp51vZWWlntfXoEYdlC2Y6p0XKqs1f4F9iJ6iuNbwiYFYiHfDHx20lQfDj30DoK0XZsYkvrBVoqOWZExpHZe0nshDx30Ant2jiIxkXqpxnqhXZefDnq0ckvJ2kbxghegmNHACGwqh0Kf-k0KHE-UPpPe8E8v0UquhZ5VZZL2lmrumm6kV_EkZKWNYZ2Ra4azVc1eG3uxPZly52YSPKE8kuTipqskyzb2U6H32ZzXzgxVJkqcmsaq4zT68KtyNZkA0MUiH_Gf2LxPWJsJVjTDDi5iX4I44_vqECsHo0kJiQrSf6RX4qEgJ2wAqT7uUeZUunBAlfQOW7LHUt1YuzxUL-SmHZG9MByU3nBAlfQO8JyVDxQj6Id&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&smCaptainPrice=1251&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885gvEgHI,,,,,,
recuQCAQ9JovMZ,optnXIYH4F,中国,漯河,河南,12.51,单,麻辣味,卫龙魔芋爽,休闲零食,肉干小食,,MC-,MC,,,image.png,19.9,image.png,漯河市平平食品有限责任公司,20250711-481,,300g,猫超,1752548792000,,,,,,,
recuQCAQUnBV59,optnXIYH4F,中国,漯河,河南,12.51,单,酸辣味,卫龙魔芋爽,休闲零食,肉干小食,,MC-,MC,,,image.png,19.9,image.png,漯河市平平食品有限责任公司,20250711-482,,300g,猫超,1752548792000,,,,,,,
recZvNMMfG,optwLjRCTE,中国,宁波,浙江,,单,,原香黑麦苏打饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,11.9,image.png,浙江顶点实业有限公司,20250711-452,image.png,250g,大润发,1752548792000,,,,,,,
rec3ukzvYa,optw5bdPRc,中国,漯河,河南,4.56,单,香辣味,卫龙小辣棒,休闲零食,肉干小食,,MC-,MC,,,image.png,4.9,image.png,,20250711-470,,50g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=542275010257&pisk=gCTErBv5_23EsVLEE1bzQ-gzR7QdnwDjKU65ZQAlO9XhPDezzQXwVXBCFh8PQIcdd0npUhJkBM63RwwkQL91Ke6C-TPyFdUBFHOhEzJWNe9Wt96lqOAkRLR-9_XkELWWAcgX9BQRrxwrlqOLfAVNXp5htCclZ_Cn1Mq_9acdrxMjzlNGvv_kFT_iElqGMOf3-Mjo_OffgafltacNI_5YqJvlrflNZsF3EkjhIPfAgaqhEgjgIs1ltTjltRcNwOXlracooBAu7ssnw4bZM1hTE9WDtOzuuSCFx0pgVkZCW6jerUBNfGTNTMWcqUbcBev6ZeTdXcqNyCt2U3vmCk6H0sJNcHk48KJdZQ5kLqFVIeRy7MK_MzAN49-M-GPurNb1UixyLvrdKH9ND1jgaqC6hOAp-hl8IBvfLwfGfqc2sgx6JiLIIy7DDB_BqKD_A9xVZgz4e1Y9bUKUEuSh61Wj_flWTyKOC_Sy-uERjZCNhX1Q2uIh61Wj_fr82GfA_tGCO&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&skuId=4875940015493&smCaptainPrice=456&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885gvEgHI,,,,,,
rec0RYUPUD,opt807wrlB,中国,苏州,江苏,,单,鸡蛋味,波力鸡蛋卷,休闲零食,饼干曲奇,,MC-,MC,,,,12,image.png,波力食品工业（昆山）有限公司,20250711-471,image.png,108g,猫超,1752548792000,,,,,,,
recFwjCClJ,opt807wrlB,中国,苏州,江苏,,单,海苔味,波力鸡蛋卷,休闲零食,饼干曲奇,,MC-,MC,,,,12,image.png,波力食品工业（昆山）有限公司,20250711-472,image.png,108g,猫超,1752548792000,,,,,,,
recVGRTc4G,opt807wrlB,中国,苏州,江苏,15.1,单,咖啡味,波力鸡蛋卷,休闲零食,饼干曲奇,,MC-,MC,,,image.png,21.9,image.png,波力食品工业（昆山）有限公司,20250711-480,,144g,猫超,1752548792000,,,,,,,
recA6EUr8Q,optPCR89nL,中国,揭阳,广东,,单,,零食猫Cat综合蔬果脆,休闲零食,坚果炒货,东莞市佳客源食品有限公司,DRF-,DRF,,,image.png,16.5,image.png,广东小谷君食品有限公司,20250711-504,image.png,158g,大润发,1752548792000,,,,,,,
recDKwUOGs,optP0nX1zJ,中国,,,14.71,单,经典香辣味,卫龙亲嘴烧,休闲零食,肉干小食,,MC-,MC,,,image.png,19.9,image.png,,20250711-474,,480g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=676324988506&pisk=g4qszrXGWCA6UDR3I1BeA3yBMGmjXSsPXKMYE-KwHcnTHmN8NhuOnNcxHXNIkn7ibqib9XrZ_Ro9MSw-tO0qX1cYOSFOIfla0iZQH76i31q4AjeY3fhVsoaHc820bOmVIc2immCPag-bIRm0zXQUKoiKvxkA0h3vWcmpQcHwwgSzIJ9ZBTyd4oyYeqkyknFxWXnKhXK9WAFxJHHm9hHvXxdddxcKDhK9WpIK3xY9DAFvJBHSnxKvWnppvxDrDjFxD9wKZq9ShNGgCOktWAWX09ESOnKYAvCmwROkPfzjCPh7Bl9MIZDs5betO1K5fquLnqZDnngbBzVme5dOGjqQplU8w68Z6zMbUrwOXHnajRU-kuCDkRoE1DETPKKYdcatoo3B16G8jJEov2SRFJE3_RqQ3KIxL7lLIlnf2TmsXfnIKo5HXjaLkluimCCjikwLXrsry3lWxTLXd4xjdbWCdEY0C1OU46WsxOutKAgFd9OToVHndbWCdEYmWvDsT96B6rf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&skuId=5991885295525&smCaptainPrice=1471&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_3.23505885gvEgHI,,,,,,
recNeJaH3P,optP0nX1zJ,中国,,,14.71,单,麦辣鸡汁味,卫龙亲嘴烧,休闲零食,肉干小食,,MC-,MC,,,image.png,19.9,image.png,,20250711-475,,480g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=676324988506&pisk=g4qszrXGWCA6UDR3I1BeA3yBMGmjXSsPXKMYE-KwHcnTHmN8NhuOnNcxHXNIkn7ibqib9XrZ_Ro9MSw-tO0qX1cYOSFOIfla0iZQH76i31q4AjeY3fhVsoaHc820bOmVIc2immCPag-bIRm0zXQUKoiKvxkA0h3vWcmpQcHwwgSzIJ9ZBTyd4oyYeqkyknFxWXnKhXK9WAFxJHHm9hHvXxdddxcKDhK9WpIK3xY9DAFvJBHSnxKvWnppvxDrDjFxD9wKZq9ShNGgCOktWAWX09ESOnKYAvCmwROkPfzjCPh7Bl9MIZDs5betO1K5fquLnqZDnngbBzVme5dOGjqQplU8w68Z6zMbUrwOXHnajRU-kuCDkRoE1DETPKKYdcatoo3B16G8jJEov2SRFJE3_RqQ3KIxL7lLIlnf2TmsXfnIKo5HXjaLkluimCCjikwLXrsry3lWxTLXd4xjdbWCdEY0C1OU46WsxOutKAgFd9OToVHndbWCdEYmWvDsT96B6rf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&skuId=5991885295525&smCaptainPrice=1471&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_3.23505885gvEgHI,,,,,,
rect5JHEpo,optP0nX1zJ,中国,,,14.71,单,麻辣牛肉味,卫龙亲嘴烧,休闲零食,肉干小食,,MC-,MC,,,image.png,19.9,image.png,,20250711-476,,480g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=676324988506&pisk=g4qszrXGWCA6UDR3I1BeA3yBMGmjXSsPXKMYE-KwHcnTHmN8NhuOnNcxHXNIkn7ibqib9XrZ_Ro9MSw-tO0qX1cYOSFOIfla0iZQH76i31q4AjeY3fhVsoaHc820bOmVIc2immCPag-bIRm0zXQUKoiKvxkA0h3vWcmpQcHwwgSzIJ9ZBTyd4oyYeqkyknFxWXnKhXK9WAFxJHHm9hHvXxdddxcKDhK9WpIK3xY9DAFvJBHSnxKvWnppvxDrDjFxD9wKZq9ShNGgCOktWAWX09ESOnKYAvCmwROkPfzjCPh7Bl9MIZDs5betO1K5fquLnqZDnngbBzVme5dOGjqQplU8w68Z6zMbUrwOXHnajRU-kuCDkRoE1DETPKKYdcatoo3B16G8jJEov2SRFJE3_RqQ3KIxL7lLIlnf2TmsXfnIKo5HXjaLkluimCCjikwLXrsry3lWxTLXd4xjdbWCdEY0C1OU46WsxOutKAgFd9OToVHndbWCdEYmWvDsT96B6rf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E4%25BC%2591%25E9%2597%25B2%25E9%259B%25B6%25E9%25A3%259F&skuId=5991885295525&smCaptainPrice=1471&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_3.23505885gvEgHI,,,,,,
recLnEzsXh,optP0nX1zJ,中国,,,39.7,混,经典香辣味+麻辣鸡汁味+麻辣牛肉味,卫龙亲嘴烧,休闲零食,肉干小食,,MC-,MC,,,image.png,52.8,image.png,,20250711-478,,480g,猫超,1752548792000,,,480g*3,,,,
recZ3PbbAi,optodzVlbU,中国,,,,单,醇香原味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007A,DRF,0007,A,image.png,5.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-058,image.png,62g/罐,大润发,1752548792000,#小程序://大润发优鲜/PvX4Qv5fvBQc4nd,,,,,,
recuQpSxaSZoPd,optodzVlbU,中国,,,,单,滋香烤肉味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007B,DRF,0007,B,image.png,5.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-059,image.png,62g/罐,大润发,1752548792000,#小程序://大润发优鲜/EEj6jx0w5iRk0NC,,,,,,
recuQpSxpLRk66,optodzVlbU,中国,,,,单,鲜浓番茄味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007C,DRF,0007,C,image.png,5.9,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-060,image.png,62g/罐,大润发,1752548792000,#小程序://大润发优鲜/kLRSCzigxBcqWLk,,,,,,
recuQpSxFnJxxt,optodzVlbU,中国,,,7.5,单,醇香原味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007D,DRF,0007,D,image.png,8.5,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-061,,104g/罐,大润发,1752548792000,#小程序://大润发优鲜/as3uQrNrGcswYJl,,,,,,
recuQpUF9Y0XXw,optodzVlbU,中国,,,7.5,单,滋香烤肉味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007E,DRF,0007,E,image.png,8.5,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-062,,104g/罐,大润发,1752548792000,#小程序://大润发优鲜/as3uQrNrGcswYJl,,,,,,
recuQpUFoKzIow,optodzVlbU,中国,,,7.5,单,鲜浓番茄味,乐事薯片,休闲零食,膨化食品,百事食品(中国)有限公司,DRF-0007F,DRF,0007,F,image.png,8.5,image.png,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,20250709-063,,104g/罐,大润发,1752548792000,#小程序://大润发优鲜/as3uQrNrGcswYJl,,,,,,
